ID,Member,Order,SKU
1536,SWCZZNN,7476772,15669780
1537,SWCZZNN,7476772,15668379
1538,SWCZZNN,7476772,15669769
1539,SWCZZNN,7476772,15669860
1540,SWCZZNN,7476772,15669778
1541,SWECCLC,8273464,15669835
1542,SWECCLC,8273464,15669878
1543,SWECCLC,8273464,15669799
1544,SWECCLC,8273464,15669770
1545,SWECCLC,8273464,15669861
1546,SWECOEO,8253846,15669860
1547,SWECOEO,8253846,15670269
1548,SWECOEO,8253846,7704153
1549,SWECOEO,8253846,15669878
1550,SWECOEO,8253846,15669887
1551,SWECRER,8127819,15669874
1552,SWECRER,8127819,34987566
1553,SWECRER,8127819,7624786
1554,SWECRER,8127819,15669832
1555,SWECRER,8127819,7640186
1556,SWECZOC,8151550,15669803
1557,SWECZOC,8151550,15669777
1558,SWECZOC,8151550,21408942
1559,SWECZOC,8151550,15669874
1560,SWECZOC,8151550,15669814
1561,SWEECSW,7729749,15668381
1562,SWEECSW,7729749,15668474
1563,SWEECSW,7729749,15668468
1564,SWEECSW,7729749,15668688
1565,SWEECSW,7729749,15668467
1566,SWEENCL,7592127,7572300
1567,SWEENCL,7592127,7653522
1568,SWEENCL,7592127,93141092
1569,SWEENCL,7592127,7621686
1570,SWEENCL,7592127,7692619
1571,SWEEOEO,7700376,15669832
1572,SWEEOEO,7700376,15669863
1573,SWEEOEO,7700376,15669764
1574,SWEEOEO,7700376,15668460
1575,SWEEOEO,7700376,15668379
1576,SWEEWEL,7682148,15670251
1577,SWEEWEL,7682148,15668381
1578,SWEEWEL,7682148,15668468
1579,SWEEWEL,7682148,15668689
1580,SWEEWEL,7682148,15670260
1581,SWEEZCC,7531263,15668379
1582,SWEEZCC,7531263,15668458
1583,SWEEZCC,7531263,15668467
1584,SWEEZCC,7531263,15668684
1585,SWEEZCC,7531263,15668688
1586,SWEEZHL,8354716,15670252
1587,SWEEZHL,8354716,15670241
1588,SWEEZHL,8354716,15668688
1589,SWEEZHL,8354716,15668465
1590,SWEEZHL,8354716,15670144
1591,SWEHLLO,8212584,15669799
1592,SWEHLLO,8212584,15669804
1593,SWEHLLO,8212584,15669878
1594,SWEHLLO,8212584,15669887
1595,SWEHLLO,8212584,15669863
1596,SWEHORE,7421133,15670260
1597,SWEHORE,7421133,15670157
1598,SWEHORE,7421133,7580089
1599,SWEHORE,7421133,15670162
1600,SWEHORE,7421133,7572307
1601,SWEHZZZ,8075791,7675055
1602,SWEHZZZ,8075791,15669804
1603,SWEHZZZ,8075791,15669799
1604,SWEHZZZ,8075791,15669772
1605,SWEHZZZ,8075791,15669832
1606,SWELEWW,7366964,15668381
1607,SWELEWW,7366964,15669772
1608,SWELEWW,7366964,15669865
1609,SWELEWW,7366964,15669760
1610,SWELEWW,7366964,15669856
1611,SWELNZO,7602429,15668457
1612,SWELNZO,7602429,15668465
1613,SWELNZO,7602429,15668480
1614,SWELNZO,7602429,15668449
1615,SWELNZO,7602429,15668494
1616,SWELRWN,8138811,15668467
1617,SWELRWN,8138811,15668462
1618,SWELRWN,8138811,7569801
1619,SWELRWN,8138811,15668688
1620,SWELRWN,8138811,15668465
1621,SWENCHZ,8063588,15668478
1622,SWENCHZ,8063588,15668381
1623,SWENCHZ,8063588,15668688
1624,SWENCHZ,8063588,15669829
1625,SWENCHZ,8063588,15669818
1626,SWENCOC,8261883,15669777
1627,SWENCOC,8261883,7580823
1628,SWENCOC,8261883,15669857
1629,SWENCOC,8261883,15669764
1630,SWENCOC,8261883,15669821
1631,SWENOEW,8380659,15668381
1632,SWENOEW,8380659,15668378
1633,SWENOEW,8380659,15669869
1634,SWENOEW,8380659,15669887
1635,SWENOEW,8380659,15669769
1636,SWENWSO,8316970,15668688
1637,SWENWSO,8316970,15669872
1638,SWENWSO,8316970,15668449
1639,SWENWSO,8316970,15668458
1640,SWENWSO,8316970,15668462
1641,SWEOHHL,7416338,15668379
1642,SWEOHHL,7416338,15669884
1643,SWEOHHL,7416338,15669860
1644,SWEOHHL,7416338,15669869
1645,SWEOHHL,7416338,15669764
1646,SWEOLLO,7362980,15668478
1647,SWEOLLO,7362980,15668379
1648,SWEOLLO,7362980,15669878
1649,SWEOLLO,7362980,15668381
1650,SWEOLLO,7362980,15668688
1651,SWEONLR,8152823,15669767
1652,SWEONLR,8152823,15669870
1653,SWEONLR,8152823,15669881
1654,SWEONLR,8152823,15669823
1655,SWEONLR,8152823,34986118
1656,SWEOOLR,8096457,15669880
1657,SWEOOLR,8096457,15670157
1658,SWEOOLR,8096457,15668378
1659,SWEOOLR,8096457,15670251
1660,SWEOOLR,8096457,15669872
1661,SWEOOOO,8284234,15668688
1662,SWEOOOO,8284234,15669878
1663,SWEOOOO,8284234,15669760
1664,SWEOOOO,8284234,15668478
1665,SWEOOOO,8284234,15669869
1666,SWEORLR,8129915,15668688
1667,SWEORLR,8129915,15668460
1668,SWEORLR,8129915,15668462
1669,SWEORLR,8129915,15668465
1670,SWEORLR,8129915,15668458
1671,SWERCNR,7498596,7735707
1672,SWERCNR,7498596,15670269
1673,SWERCNR,7498596,7572310
1674,SWERCNR,7498596,7735760
1675,SWERCNR,7498596,7572301
1676,SWERHHR,7633637,15668381
1677,SWERHHR,7633637,15668378
1678,SWERHHR,7633637,15668687
1679,SWERHHR,7633637,15669772
1680,SWERHHR,7633637,15668467
1681,SWERWCW,8170027,15668378
1682,SWERWCW,8170027,15668416
1683,SWERWCW,8170027,15668449
1684,SWERWCW,8170027,15668465
1685,SWERWCW,8170027,15668688
1686,SWESLWC,8192504,15669780
1687,SWESLWC,8192504,15668465
1688,SWESLWC,8192504,15669767
1689,SWESLWC,8192504,15670270
1690,SWESLWC,8192504,15669880
1691,SWESSEO,7489019,15668465
1692,SWESSEO,7489019,15668379
1693,SWESSEO,7489019,15668468
1694,SWESSEO,7489019,15670251
1695,SWESSEO,7489019,15668378
1696,SWEWCER,8153963,15668381
1697,SWEWCER,8153963,15668465
1698,SWEWCER,8153963,15668474
1699,SWEWCER,8153963,15668467
1700,SWEWCER,8153963,15668460
1701,SWEWHLO,8138170,15669863
1702,SWEWHLO,8138170,15669872
1703,SWEWHLO,8138170,15669860
1704,SWEWHLO,8138170,15669777
1705,SWEWHLO,8138170,15668379
1706,SWEWWZL,8075370,15668379
1707,SWEWWZL,8075370,15668478
1708,SWEWWZL,8075370,15668688
1709,SWEWWZL,8075370,15670260
1710,SWEWWZL,8075370,15669878
1711,SWEZEOZ,8276422,15668381
1712,SWEZEOZ,8276422,15669878
1713,SWEZEOZ,8276422,15668478
1714,SWEZEOZ,8276422,15668379
1715,SWEZEOZ,8276422,15668465
1716,SWEZZLR,8131353,15669767
1717,SWEZZLR,8131353,15669760
1718,SWEZZLR,8131353,15670267
1719,SWEZZLR,8131353,15669790
1720,SWEZZLR,8131353,7637309
1721,SWHCCEO,8344473,15668381
1722,SWHCCEO,8344473,15668478
1723,SWHCCEO,8344473,7579698
1724,SWHCCEO,8344473,92388173
1725,SWHCCEO,8344473,7569801
1726,SWHCOOW,8214422,15668594
1727,SWHCOOW,8214422,15668468
1728,SWHCOOW,8214422,15668688
1729,SWHCOOW,8214422,15669824
1730,SWHCOOW,8214422,15668381
1731,SWHCZNL,8105118,15669856
1732,SWHCZNL,8105118,7625765
1733,SWHCZNL,8105118,15669863
1734,SWHCZNL,8105118,7735707
1735,SWHCZNL,8105118,15669861
1736,SWHCZWL,7368676,15669760
1737,SWHCZWL,7368676,15669780
1738,SWHCZWL,7368676,15669776
1739,SWHCZWL,7368676,15669764
1740,SWHCZWL,7368676,15669860
1741,SWHECOO,8275225,15669832
1742,SWHECOO,8275225,15669872
1743,SWHECOO,8275225,15669770
1744,SWHECOO,8275225,15669988
1745,SWHECOO,8275225,34986112
1746,SWHEEOS,8153361,15668460
1747,SWHEEOS,8153361,15669763
1748,SWHEEOS,8153361,15669988
1749,SWHEEOS,8153361,15669864
1750,SWHEEOS,8153361,15668378
1751,SWHELSW,8276533,15668381
1752,SWHELSW,8276533,15669863
1753,SWHELSW,8276533,7624790
1754,SWHELSW,8276533,15668478
1755,SWHELSW,8276533,15669859
1756,SWHENWW,8346285,15669857
1757,SWHENWW,8346285,15669763
1758,SWHENWW,8346285,15669818
1759,SWHENWW,8346285,15669777
1760,SWHENWW,8346285,15668519
1761,SWHERHH,8064356,15668688
1762,SWHERHH,8064356,15668478
1763,SWHERHH,8064356,7585571
1764,SWHERHH,8064356,15668379
1765,SWHERHH,8064356,15668381
1766,SWHEWCO,7559542,15668685
1767,SWHEWCO,7559542,15668520
1768,SWHEWCO,7559542,15668379
1769,SWHEWCO,7559542,15668689
1770,SWHEWCO,7559542,15669780
1771,SWHHREO,8176873,7586509
1772,SWHHREO,8176873,7572302
1773,SWHHREO,8176873,7735760
1774,SWHHREO,8176873,7735707
1775,SWHHREO,8176873,7579698
1776,SWHHSNW,8150141,15669780
1777,SWHHSNW,8150141,15669988
1778,SWHHSNW,8150141,15669764
1779,SWHHSNW,8150141,15669786
1780,SWHHSNW,8150141,15669760
1781,SWHLESR,8246331,15668688
1782,SWHLESR,8246331,15669857
1783,SWHLESR,8246331,15668460
1784,SWHLESR,8246331,15668475
1785,SWHLESR,8246331,7580802
1786,SWHLRZO,8218184,15669764
1787,SWHLRZO,8218184,15668688
1788,SWHLRZO,8218184,15668381
1789,SWHLRZO,8218184,15669780
1790,SWHLRZO,8218184,15668460
1791,SWHLSNW,7515099,15668379
1792,SWHLSNW,7515099,15668462
1793,SWHLSNW,7515099,15668381
1794,SWHLSNW,7515099,15668378
1795,SWHLSNW,7515099,15668688
1796,SWHNLCN,8356240,15668460
1797,SWHNLCN,8356240,15668381
1798,SWHNLCN,8356240,15668467
1799,SWHNLCN,8356240,15668458
1800,SWHNLCN,8356240,15670267
1801,SWHOECO,8089497,15669760
1802,SWHOECO,8089497,34986125
1803,SWHOECO,8089497,15669872
1804,SWHOECO,8089497,15669869
1805,SWHOECO,8089497,15669861
1806,SWHONHO,8159383,93141092
1807,SWHONHO,8159383,15669826
1808,SWHONHO,8159383,34987110
1809,SWHONHO,8159383,15669875
1810,SWHONHO,8159383,15669790
1811,SWHONHS,8226177,15668460
1812,SWHONHS,8226177,15668379
1813,SWHONHS,8226177,15668462
1814,SWHONHS,8226177,15669856
1815,SWHONHS,8226177,34986122
1816,SWHOOOO,8182845,15670157
1817,SWHOOOO,8182845,15670250
1818,SWHOOOO,8182845,15670251
1819,SWHOOOO,8182845,15668381
1820,SWHOOOO,8182845,15668465
1821,SWHOORR,8065502,15669869
1822,SWHOORR,8065502,15669760
1823,SWHOORR,8065502,15670269
1824,SWHOORR,8065502,15669864
1825,SWHOORR,8065502,15669778
1826,SWHOZCE,8139913,15669777
1827,SWHOZCE,8139913,15669814
1828,SWHOZCE,8139913,15669789
1829,SWHOZCE,8139913,15669880
1830,SWHOZCE,8139913,15669775
1831,SWHRCEO,8131359,15668467
1832,SWHRCEO,8131359,15668378
1833,SWHRCEO,8131359,15668451
1834,SWHRCEO,8131359,15668469
1835,SWHRCEO,8131359,15669866
1836,SWHRCNL,8189678,15668688
1837,SWHRCNL,8189678,15668468
1838,SWHRCNL,8189678,15669786
1839,SWHRCNL,8189678,15670270
1840,SWHRCNL,8189678,7718555
1841,SWHRNRE,7370585,15668460
1842,SWHRNRE,7370585,15668458
1843,SWHRNRE,7370585,15669869
1844,SWHRNRE,7370585,15669777
1845,SWHRNRE,7370585,15668381
1846,SWHRRNR,8061159,15668688
1847,SWHRRNR,8061159,15668381
1848,SWHRRNR,8061159,15668379
1849,SWHRRNR,8061159,15668449
1850,SWHRRNR,8061159,15668521
1851,SWHRSRR,7384012,15670267
1852,SWHRSRR,7384012,7580802
1853,SWHRSRR,7384012,15670269
1854,SWHRSRR,7384012,15669776
1855,SWHRSRR,7384012,34987566
1856,SWHRWCO,7631002,15669864
1857,SWHRWCO,7631002,15668468
1858,SWHRWCO,7631002,15669780
1859,SWHRWCO,7631002,15670267
1860,SWHRWCO,7631002,15669988
1861,SWHRZHH,8320908,15668378
1862,SWHRZHH,8320908,15668381
1863,SWHRZHH,8320908,15668462
1864,SWHRZHH,8320908,15668468
1865,SWHRZHH,8320908,15668688
1866,SWHRZSW,8120435,15669774
1867,SWHRZSW,8120435,15669884
1868,SWHRZSW,8120435,7580823
1869,SWHRZSW,8120435,15669821
1870,SWHRZSW,8120435,34987566
1871,SWHSESE,7452011,15668688
1872,SWHSESE,7452011,15668381
1873,SWHSESE,7452011,7572300
1874,SWHSESE,7452011,15668465
1875,SWHSESE,7452011,15668467
1876,SWHSWOW,8120485,15668379
1877,SWHSWOW,8120485,15668381
1878,SWHSWOW,8120485,15669780
1879,SWHSWOW,8120485,15668468
1880,SWHSWOW,8120485,15668449
1881,SWHWNWL,7482551,15669815
1882,SWHWNWL,7482551,15669760
1883,SWHWNWL,7482551,15669887
1884,SWHWNWL,7482551,15669863
1885,SWHWNWL,7482551,34986125
1886,SWHZENC,7353545,15669866
1887,SWHZENC,7353545,15668688
1888,SWHZENC,7353545,15668463
1889,SWHZENC,7353545,15669772
1890,SWHZENC,7353545,15668466
1891,SWHZZEO,8108636,15668381
1892,SWHZZEO,8108636,15668478
1893,SWHZZEO,8108636,15668380
1894,SWHZZEO,8108636,15668688
1895,SWHZZEO,8108636,15668451
1896,SWLCCWC,8169684,15668688
1897,SWLCCWC,8169684,15668465
1898,SWLCCWC,8169684,15668379
1899,SWLCCWC,8169684,15668468
1900,SWLCCWC,8169684,15669910
1901,SWLCEZW,8106290,15668460
1902,SWLCEZW,8106290,15669866
1903,SWLCEZW,8106290,15669778
1904,SWLCEZW,8106290,15669885
1905,SWLCEZW,8106290,15669869
1906,SWLCNOE,7409204,15668465
1907,SWLCNOE,7409204,15668460
1908,SWLCNOE,7409204,15668467
1909,SWLCNOE,7409204,15668471
1910,SWLCNOE,7409204,15668468
1911,SWLCOHC,8342609,15669818
1912,SWLCOHC,8342609,15669780
1913,SWLCOHC,8342609,15668688
1914,SWLCOHC,8342609,15669769
1915,SWLCOHC,8342609,15668478
1916,SWLECZN,7504989,15668460
1917,SWLECZN,7504989,15668688
1918,SWLECZN,7504989,15668462
1919,SWLECZN,7504989,15668379
1920,SWLECZN,7504989,15669869
1921,SWLEOEC,7397516,15669780
1922,SWLEOEC,7397516,15669760
1923,SWLEOEC,7397516,15669860
1924,SWLEOEC,7397516,15669775
1925,SWLEOEC,7397516,15669804
1926,SWLEOSS,7753069,15670251
1927,SWLEOSS,7753069,15670157
1928,SWLEOSS,7753069,15670252
1929,SWLEOSS,7753069,15670250
1930,SWLEOSS,7753069,15670241
1931,SWLERES,8172842,15669776
1932,SWLERES,8172842,15668467
1933,SWLERES,8172842,15669861
1934,SWLERES,8172842,15668451
1935,SWLERES,8172842,15668379
1936,SWLERHS,7603462,15669869
1937,SWLERHS,7603462,15668468
1938,SWLERHS,7603462,15669881
1939,SWLERHS,7603462,7575499
1940,SWLERHS,7603462,15668381
1941,SWLEWSE,7764086,15669869
1942,SWLEWSE,7764086,15669878
1943,SWLEWSE,7764086,15669776
1944,SWLEWSE,7764086,7689353
1945,SWLEWSE,7764086,15669781
1946,SWLEZRR,7765027,15670260
1947,SWLEZRR,7765027,15668381
1948,SWLEZRR,7765027,15670251
1949,SWLEZRR,7765027,7579697
1950,SWLEZRR,7765027,7617882
1951,SWLHCLH,7825117,7572307
1952,SWLHCLH,7825117,7572303
1953,SWLHCLH,7825117,15668459
1954,SWLHCLH,7825117,15668465
1955,SWLHCLH,7825117,15669763
1956,SWLHHWS,7694372,15670250
1957,SWLHHWS,7694372,15670251
1958,SWLHHWS,7694372,15670241
1959,SWLHHWS,7694372,15670157
1960,SWLHHWS,7694372,15670196
1961,SWLHONH,8108886,15669832
1962,SWLHONH,8108886,15669872
1963,SWLHONH,8108886,15669880
1964,SWLHONH,8108886,15669857
1965,SWLHONH,8108886,15669883
1966,SWLHSRS,7853559,15668465
1967,SWLHSRS,7853559,15669817
1968,SWLHSRS,7853559,15668381
1969,SWLHSRS,7853559,15668478
1970,SWLHSRS,7853559,15668462
1971,SWLHWZE,7809643,15668381
1972,SWLHWZE,7809643,15669878
1973,SWLHWZE,7809643,15669781
1974,SWLHWZE,7809643,15669887
1975,SWLHWZE,7809643,15669780
1976,SWLLESL,7812284,15668378
1977,SWLLESL,7812284,15669769
1978,SWLLESL,7812284,15669863
1979,SWLLESL,7812284,15668478
1980,SWLLESL,7812284,15668468
1981,SWLLHHC,8136539,15669856
1982,SWLLHHC,8136539,15668379
1983,SWLLHHC,8136539,15669764
1984,SWLLHHC,8136539,15668460
1985,SWLLHHC,8136539,15668467
1986,SWLLLCW,7819500,15669772
1987,SWLLLCW,7819500,15668688
1988,SWLLLCW,7819500,15669869
1989,SWLLLCW,7819500,15668383
1990,SWLLLCW,7819500,7753734
1991,SWLLNRL,7672439,15668381
1992,SWLLNRL,7672439,15668459
1993,SWLLNRL,7672439,15670251
1994,SWLLNRL,7672439,15668685
1995,SWLLNRL,7672439,15670157
1996,SWLLREW,7618192,15668476
1997,SWLLREW,7618192,15668449
1998,SWLLREW,7618192,15668689
1999,SWLLREW,7618192,15670241
2000,SWLLREW,7618192,15668459
2001,SWLLRNC,8063911,15668448
2002,SWLLRNC,8063911,15668460
2003,SWLLRNC,8063911,15668687
2004,SWLLRNC,8063911,15668466
2005,SWLLRNC,8063911,15668377
2006,SWLLWNL,7762269,15670252
2007,SWLLWNL,7762269,15670254
2008,SWLLWNL,7762269,15668478
2009,SWLLWNL,7762269,15670241
2010,SWLLWNL,7762269,15668379
2011,SWLLWOS,8330753,15669832
2012,SWLLWOS,8330753,15669772
2013,SWLLWOS,8330753,15669869
2014,SWLLWOS,8330753,15669860
2015,SWLLWOS,8330753,15670267
2016,SWLLZCE,7821280,15669772
2017,SWLLZCE,7821280,15669782
2018,SWLLZCE,7821280,15669764
2019,SWLLZCE,7821280,15669775
2020,SWLLZCE,7821280,15669864
2021,SWLLZEH,7671910,15668465
2022,SWLLZEH,7671910,15668478
2023,SWLLZEH,7671910,15669764
2024,SWLLZEH,7671910,15669771
2025,SWLLZEH,7671910,15669778
2026,SWLLZEO,7850334,15668459
2027,SWLLZEO,7850334,15668381
2028,SWLLZEO,7850334,15668376
2029,SWLLZEO,7850334,15668688
2030,SWLLZEO,7850334,15668460
2031,SWLNCNW,8112695,15670260
2032,SWLNCNW,8112695,15670252
2033,SWLNCNW,8112695,15670157
2034,SWLNCNW,8112695,7587670
2035,SWLNCNW,8112695,15668449
2036,SWLNECZ,7584632,15669864
2037,SWLNECZ,7584632,15669863
2038,SWLNECZ,7584632,15669771
2039,SWLNECZ,7584632,15669859
2040,SWLNECZ,7584632,15669878
2041,SWLNLLZ,7551502,15668460
2042,SWLNLLZ,7551502,15670251
2043,SWLNLLZ,7551502,15668468
2044,SWLNLLZ,7551502,15668416
2045,SWLNLLZ,7551502,15670260
2046,SWLNLSH,7779672,15669878
2047,SWLNLSH,7779672,15668460
2048,SWLNLSH,7779672,15669887
2049,SWLNLSH,7779672,15669760
2050,SWLNLSH,7779672,15669778
2051,SWLNNNE,7719372,15669775
2052,SWLNNNE,7719372,15669857
2053,SWLNNNE,7719372,15669832
2054,SWLNNNE,7719372,7587669
2055,SWLNNNE,7719372,15669776
2056,SWLNRSC,7403661,15669773
2057,SWLNRSC,7403661,15669789
2058,SWLNRSC,7403661,15669772
2059,SWLNRSC,7403661,15669869
2060,SWLNRSC,7403661,15669860
2061,SWLNWOC,7480357,7587668
2062,SWLNWOC,7480357,15669856
2063,SWLNWOC,7480357,7587494
2064,SWLNWOC,7480357,7587665
2065,SWLNWOC,7480357,7625765
2066,SWLNZNC,8088038,15669780
2067,SWLNZNC,8088038,15669790
2068,SWLNZNC,8088038,15669878
2069,SWLNZNC,8088038,15669835
2070,SWLNZNC,8088038,15669880
2071,SWLOCLW,7801245,15669860
2072,SWLOCLW,7801245,15669769
2073,SWLOCLW,7801245,15669772
2074,SWLOCLW,7801245,15669771
2075,SWLOCLW,7801245,15669856
2076,SWLOELR,7862826,15669780
2077,SWLOELR,7862826,15669878
2078,SWLOELR,7862826,15669817
2079,SWLOELR,7862826,15669777
2080,SWLOELR,7862826,15669764
2081,SWLOHSN,7686461,15669878
2082,SWLOHSN,7686461,15669790
2083,SWLOHSN,7686461,15669865
2084,SWLOHSN,7686461,7580802
2085,SWLOHSN,7686461,15669778
2086,SWLOHSW,8249884,15669778
2087,SWLOHSW,8249884,15669869
2088,SWLOHSW,8249884,15669821
2089,SWLOHSW,8249884,15669864
2090,SWLOHSW,8249884,7580823
2091,SWLOLLS,8285456,15669832
2092,SWLOLLS,8285456,21408952
2093,SWLOLLS,8285456,15669760
2094,SWLOLLS,8285456,7573376
2095,SWLOLLS,8285456,15669821
2096,SWLONHO,7637305,15668460
2097,SWLONHO,7637305,15669760
2098,SWLONHO,7637305,7571385
2099,SWLONHO,7637305,15668378
2100,SWLONHO,7637305,15668457
2101,SWLONLL,7820348,15668462
2102,SWLONLL,7820348,15668381
2103,SWLONLL,7820348,15668473
2104,SWLONLL,7820348,15668460
2105,SWLONLL,7820348,15668474
2106,SWLONSR,8339940,15669869
2107,SWLONSR,8339940,15669880
2108,SWLONSR,8339940,15669825
2109,SWLONSR,8339940,15669772
2110,SWLONSR,8339940,15669857
2111,SWLOOSN,7764234,15669870
2112,SWLOOSN,7764234,15668474
2113,SWLOOSN,7764234,15669872
2114,SWLOOSN,7764234,15668416
2115,SWLOOSN,7764234,15669873
2116,SWLOREE,8321717,15669878
2117,SWLOREE,8321717,15669861
2118,SWLOREE,8321717,15669988
2119,SWLOREE,8321717,15669885
2120,SWLOREE,8321717,15669778
2121,SWLOZWE,8082912,15669780
2122,SWLOZWE,8082912,15669856
2123,SWLOZWE,8082912,15670267
2124,SWLOZWE,8082912,15669869
2125,SWLOZWE,8082912,15669778
2126,SWLRCRW,7552098,15668467
2127,SWLRCRW,7552098,15668378
2128,SWLRCRW,7552098,15668460
2129,SWLRCRW,7552098,15668459
2130,SWLRCRW,7552098,15668688
2131,SWLRERH,7714867,15669863
2132,SWLRERH,7714867,15669825
2133,SWLRERH,7714867,15669767
2134,SWLRERH,7714867,15669821
2135,SWLRERH,7714867,15669814
2136,SWLRHOW,8159930,15669878
2137,SWLRHOW,8159930,15669869
2138,SWLRHOW,8159930,15669760
2139,SWLRHOW,8159930,15669857
2140,SWLRHOW,8159930,15669863
2141,SWLRHRL,8141498,15669777
2142,SWLRHRL,8141498,15669790
2143,SWLRHRL,8141498,15669872
2144,SWLRHRL,8141498,15669776
2145,SWLRHRL,8141498,15669781
2146,SWLRHRW,7742018,15670157
2147,SWLRHRW,7742018,15670254
2148,SWLRHRW,7742018,15668471
2149,SWLRHRW,7742018,15670246
2150,SWLRHRW,7742018,15670251
2151,SWLRHSR,7749985,15668378
2152,SWLRHSR,7749985,15668688
2153,SWLRHSR,7749985,15669866
2154,SWLRHSR,7749985,15669762
2155,SWLRHSR,7749985,15669864
2156,SWLRNLH,7558409,15668381
2157,SWLRNLH,7558409,15668468
2158,SWLRNLH,7558409,15668467
2159,SWLRNLH,7558409,15668688
2160,SWLRNLH,7558409,15668463
2161,SWLROCE,7824172,15668378
2162,SWLROCE,7824172,15668688
2163,SWLROCE,7824172,15668455
2164,SWLROCE,7824172,15668383
2165,SWLROCE,7824172,15668478
2166,SWLRSOE,7742017,15670251
2167,SWLRSOE,7742017,15670241
2168,SWLRSOE,7742017,15670260
2169,SWLRSOE,7742017,7587657
2170,SWLRSOE,7742017,7587669
2171,SWLRWZO,7369894,15670252
2172,SWLRWZO,7369894,15668476
2173,SWLRWZO,7369894,15670250
2174,SWLRWZO,7369894,15670251
2175,SWLRWZO,7369894,15670248
2176,SWLRZNL,7503858,15668460
2177,SWLRZNL,7503858,15668462
2178,SWLRZNL,7503858,15668688
2179,SWLRZNL,7503858,15668449
2180,SWLRZNL,7503858,15668455
2181,SWLSCLN,8119388,15669777
2182,SWLSCLN,8119388,15669880
2183,SWLSCLN,8119388,15669878
2184,SWLSCLN,8119388,15669781
2185,SWLSCLN,8119388,15669887
2186,SWLSCOZ,8362837,15669880
2187,SWLSCOZ,8362837,15669818
2188,SWLSCOZ,8362837,15669781
2189,SWLSCOZ,8362837,15669832
2190,SWLSCOZ,8362837,15669835
2191,SWLSEEZ,7582160,15668381
2192,SWLSEEZ,7582160,15668378
2193,SWLSEEZ,7582160,15668462
2194,SWLSEEZ,7582160,15668457
2195,SWLSEEZ,7582160,15669772
2196,SWLSLCC,7403298,15669866
2197,SWLSLCC,7403298,15669988
2198,SWLSLCC,7403298,15669856
2199,SWLSLCC,7403298,15669878
2200,SWLSLCC,7403298,15669772
2201,SWLSLOE,7480050,15668381
2202,SWLSLOE,7480050,15669863
2203,SWLSLOE,7480050,15668378
2204,SWLSLOE,7480050,15669869
2205,SWLSLOE,7480050,15669878
2206,SWLSWLN,7406145,15669814
2207,SWLSWLN,7406145,15669821
2208,SWLSWLN,7406145,15669832
2209,SWLSWLN,7406145,15669878
2210,SWLSWLN,7406145,15669869
2211,SWLSZSE,7470681,15669777
2212,SWLSZSE,7470681,15668466
2213,SWLSZSE,7470681,15668469
2214,SWLSZSE,7470681,15669760
2215,SWLSZSE,7470681,15669780
2216,SWLSZWZ,7830638,15669880
2217,SWLSZWZ,7830638,15669824
2218,SWLSZWZ,7830638,15669861
2219,SWLSZWZ,7830638,15668460
2220,SWLSZWZ,7830638,15669869
2221,SWLWCHH,8191841,7573376
2222,SWLWCHH,8191841,15669863
2223,SWLWCHH,8191841,7572313
2224,SWLWCHH,8191841,15669824
2225,SWLWCHH,8191841,15669764
2226,SWLWCLW,7793755,7590867
2227,SWLWCLW,7793755,15668467
2228,SWLWCLW,7793755,15668688
2229,SWLWCLW,7793755,15668381
2230,SWLWCLW,7793755,15668457
2231,SWLWCSW,7806900,15669878
2232,SWLWCSW,7806900,15668688
2233,SWLWCSW,7806900,15668460
2234,SWLWCSW,7806900,15668378
2235,SWLWCSW,7806900,15668381
2236,SWLWHWC,7565166,15668688
2237,SWLWHWC,7565166,15668467
2238,SWLWHWC,7565166,15668473
2239,SWLWHWC,7565166,15668478
2240,SWLWHWC,7565166,15668381
2241,SWLWNLC,8193965,15669872
2242,SWLWNLC,8193965,15669881
2243,SWLWNLC,8193965,15669880
2244,SWLWNLC,8193965,15669777
2245,SWLWNLC,8193965,15669869
2246,SWLWNSW,8328427,15669778
2247,SWLWNSW,8328427,15669760
2248,SWLWNSW,8328427,15669881
2249,SWLWNSW,8328427,15669764
2250,SWLWNSW,8328427,15669859
2251,SWLWNWH,7618134,15668462
2252,SWLWNWH,7618134,15668459
2253,SWLWNWH,7618134,15670157
2254,SWLWNWH,7618134,15670252
2255,SWLWNWH,7618134,15668378
2256,SWLWNZW,7768104,15669860
2257,SWLWNZW,7768104,15669769
2258,SWLWNZW,7768104,15669762
2259,SWLWNZW,7768104,7569802
2260,SWLWNZW,7768104,15669863
2261,SWLZLWS,8126177,7572432
2262,SWLZLWS,8126177,15668688
2263,SWLZLWS,8126177,15668380
2264,SWLZLWS,8126177,15669856
2265,SWLZLWS,8126177,15669817
2266,SWLZNHZ,7717595,15669869
2267,SWLZNHZ,7717595,15669864
2268,SWLZNHZ,7717595,15669786
2269,SWLZNHZ,7717595,15669878
2270,SWLZNHZ,7717595,15669771
2271,SWLZRZH,8120159,15668465
2272,SWLZRZH,8120159,15668379
2273,SWLZRZH,8120159,15668458
2274,SWLZRZH,8120159,15668467
2275,SWLZRZH,8120159,15668473
2276,SWLZSNO,8081317,15670271
2277,SWLZSNO,8081317,15669814
2278,SWLZSNO,8081317,15669832
2279,SWLZSNO,8081317,15669767
2280,SWLZSNO,8081317,7753739
2281,SWNCLZZ,8265546,15668688
